203971:0.30621248 0.4470368 -1.6862509 1.0543838 -0.027741456 0.10023724 0.75162774 -0.22663595 -0.12245813 -0.56541693
139060:-0.07743512 0.104784735 0.10897204 -0.117875196 0.2708491 -0.093404785 0.10928667 -0.018050158 0.27366826 -0.03214703
520943:-0.19883835 0.40225142 -0.06349261 0.2470096 0.47230807 -0.13796654 -0.22432852 0.31841078 0.022696592 -0.22259592
13543:-0.19249032 -0.18007176 -0.14341263 0.15801091 0.07819384 -0.18858154 0.20417097 0.33934203 -0.028336545 -0.1561584
425715:0.49611986 -0.5633567 -0.09329892 0.40674233 1.3357941 0.14182666 -1.2995453 0.6019761 -0.29452172 -1.1210902
460360:-0.29369172 0.19258426 -0.02012686 0.17636326 0.23627855 -0.08587304 0.2726185 0.23116246 -0.1974081 0.08821866
508447:-0.25369376 -0.08947158 -0.035051133 0.01176282 0.18669917 -0.16800705 0.24454439 0.20049939 0.1432563 0.08165414
126767:-0.360695 0.28858942 -0.06571486 0.227447 0.21093297 -0.10021357 0.10156835 0.079325594 -0.046683803 0.11042377
13316:-0.19921698 0.11986924 -0.11333906 -0.18198861 0.17747448 0.14002629 0.13048865 0.12541324 0.20627561 0.035794158
443787:-0.48033306 0.045876708 0.008632433 0.26369596 0.2208375 0.17860042 0.32584417 0.3928465 -0.09891974 0.019842688
437230:-0.3528694 0.102029115 0.02035066 0.31698027 0.026150888 -0.119756036 -0.25088373 0.73599076 -0.08333665 0.025166081
487126:-0.07636754 0.41359985 0.10402436 -0.16389698 0.3536305 -0.37741503 0.058161967 0.085386924 0.4709441 -0.04223978
116405:-0.2581671 0.4960835 0.18924196 -0.05450124 0.366252 -0.101212 0.20025921 0.17217183 -0.036721777 0.13146165
145218:-0.15361361 0.04163291 -0.47185737 0.31682813 -0.22173265 0.09808799 0.24080683 0.36845556 -0.144126 -0.2679436
517740:-0.30444553 0.036746703 -0.17322885 0.29136223 0.17262277 -0.0059401025 0.1101744 0.43084696 -0.076088496 -0.2516683
352021:0.49354953 1.4717158 -1.0493655 0.1946528 1.3422629 1.5247755 -0.48510483 -0.9451652 -0.33994168 0.63991034
48907:-0.329444 -0.28727967 0.01725117 0.26932245 0.43963888 0.24984863 0.29806423 0.49166253 -0.18065187 0.07150839
333125:-0.23939529 -0.26499003 0.12226796 0.3291622 0.33787978 -0.16886108 0.18041192 0.19383337 0.038811475 -0.17430577
406697:-0.20227775 0.3995729 -0.25340086 -0.23273262 0.5145646 0.12439907 0.008372212 -0.10123724 0.35416356 -0.23847596
6797:-0.20914687 0.13903409 0.0062464657 0.21697764 0.3522998 0.21577753 0.3535354 -0.054145504 0.13501829 0.023897834
127544:-0.06670361 -0.1557498 0.09857664 0.19589886 0.2944323 -0.092264995 0.42123696 0.27500543 0.10640474 -0.04478516
228884:0.03276607 0.057841912 -0.18281062 -0.13823149 0.26163873 -0.15422216 -0.21652502 0.22908854 0.33396024 -0.45598066
469516:-0.11776632 -0.022371422 -0.011806486 0.06295065 0.2412063 -0.14720319 0.17146218 0.20278148 0.09817027 -0.08358078
492579:-0.38121653 0.25949606 -0.06759774 0.044898946 0.4724861 -0.014802575 -0.11812451 0.08625011 -0.05618276 0.27258575
66003:-0.35952497 0.4851401 -0.03740823 -0.27322173 0.37106815 0.21400551 -0.0092134 -0.064468615 0.13440451 0.13392407
457976:-1.6635838 -0.6008101 -1.2436551 -0.39272857 -0.2052069 -0.31046677 -1.0716835 0.07698909 0.6235481 -0.25023934
138554:-0.14184654 -0.20495293 -0.034909576 0.24950813 0.4745892 0.0046564233 0.11280843 0.3580007 0.21876757 -0.20295203
258451:-0.4070727 0.09120616 0.07682495 0.13893418 0.26317528 -0.08156035 0.38351282 0.3910254 -0.45587403 0.10067318
201454:-0.24407466 -0.031659566 -0.040472828 0.028190361 0.25049216 -0.36961904 0.19627686 0.11923352 0.11509676 -0.3862923
260348:-0.039053705 0.060732033 -0.27712667 -0.25734645 0.28932887 0.12024463 -0.04149885 -0.0027017049 0.311266 -0.31393516
183418:0.033256866 0.28054896 -0.05543185 -0.31332844 0.37003392 -0.05744567 0.176867 0.019150093 0.39153537 -0.043332364
474201:-0.61060256 0.13552491 -0.20454235 -1.073025 0.105360515 0.44693962 0.72424614 0.20769347 -1.4367337 -1.2302053
438242:-0.47473055 0.40995505 0.005459276 0.17990741 0.1071531 0.051456966 0.10507835 0.052396666 0.09515225 -0.08005587
407816:-0.18847859 0.0064327335 0.15543622 -0.03688043 0.44398576 -0.15534778 0.06264703 0.21370809 0.102765776 0.024485536
