203971:-0.41136628 0.6625348 -0.6802671 -0.959411 -0.15901676 -0.9353206 0.3931446 0.82430285 0.06738541 -0.51621926
139060:0.04750639 -0.2908383 0.10655927 -0.1361758 -0.020356596 -0.19450402 0.017446559 -0.14320436 0.17207593 -0.11728412
520943:-0.27232823 -0.32066482 0.120677054 -0.14304338 -0.39292297 -0.027250485 -0.22195843 0.0070189023 0.104407184 0.10648635
13543:0.15188001 -0.072525546 0.2982791 -0.21379869 -0.009866288 0.023832925 -0.023107458 -0.22141875 0.34707206 -0.12210469
425715:-0.1195225 0.42282385 -0.3391566 -0.7126232 -0.46965978 0.4569888 -0.79534227 -0.2896538 0.1404128 1.6533853
460360:0.1379714 -0.25586215 0.2642312 -0.23838267 0.055594306 -0.0123317195 -0.013836441 -0.11992148 0.27244166 -0.09057212
508447:0.09192853 -0.15790209 0.0065713786 -0.042461466 -0.20642944 -0.14922525 -0.08230694 -0.12901582 0.2156462 -0.11442508
126767:0.1721365 -0.17430979 0.15016283 -0.3088122 -0.029211516 -0.2189842 -0.2401768 -0.09880106 0.09320427 -0.31107396
13316:0.21041615 -0.16849113 -0.09861402 -0.24003303 -0.079603285 -0.12685308 -0.14594622 -0.18204382 0.07586477 -0.10863946
443787:0.33874953 0.11923995 0.4145757 -0.47441176 -0.05138699 0.017092507 -0.3749255 0.05876245 0.08386225 -0.32587263
437230:-0.49086675 -0.22559108 0.43112335 -0.3665801 -0.14546584 0.1655716 -0.26188624 0.20967034 0.22543265 0.0147511875
487126:0.052871525 -0.2804491 -0.17287403 -0.12227982 -0.12832552 -0.10129357 0.12431613 -0.32242835 0.23247145 0.12755033
116405:0.12858069 -0.2631304 0.26636913 -0.13895847 -0.16617775 -0.15733035 -0.121053346 -0.21119449 0.15630235 -0.14056188
145218:-0.077434175 0.27840668 0.1724939 -0.46848285 -0.20000215 -0.22765298 -0.18932882 0.2333089 0.22574785 -0.36755008
517740:-0.14796671 -0.13786907 0.29821357 -0.40103298 0.012637844 0.14771186 -0.015431246 -0.023431143 0.3862023 -0.09674669
352021:-0.37280294 -0.13149704 -0.9194478 -0.24824329 0.4733059 0.35858878 -1.1426808 -1.1487968 -0.5147607 0.11694619
48907:-0.1460334 -0.10358295 0.2311119 -0.4826775 0.084290646 0.075179674 -0.3716369 0.1893483 0.10341571 -0.38756868
333125:-0.21520911 -0.30106708 0.5373429 -0.06311251 -0.09998193 0.31902692 0.014718709 -0.13403906 0.09423905 -0.08442814
406697:0.06418217 -0.14955884 -0.23470348 -0.19262679 -0.1941174 -0.22319643 -0.19712098 -0.27846876 0.10216956 0.050247114
6797:0.22644514 -0.03285311 0.09904144 -0.35270417 0.017191768 -0.034467243 -0.14373794 -0.08758839 0.17409654 -0.22535264
127544:0.34149984 -0.021679174 0.07334808 -0.2466507 -0.03190129 -0.102641895 -0.07806251 -0.25010616 0.27250075 -0.08782686
228884:-0.10727918 -0.26227576 -0.082384 -0.11097943 -0.2421642 -0.059922736 -0.0032021927 -0.17878698 0.06307893 0.12120394
469516:-0.036855422 -0.29289123 0.026679825 -0.15931296 -0.042180683 -0.050085932 -0.05981792 -0.16893002 0.035445124 -0.0100815855
492579:-0.22124465 -0.40715063 0.16377124 -0.32413235 -0.17012538 0.04430198 -0.27729392 -0.032103494 0.03588834 -0.19414039
